,name,Website,Type,Size,address3,city,state,zip,Public/Private,For-Profit/NFP,Primarily_Associates?
874,Gordon College,www.gdn.edu,"4-year, primarily associate's, Public",3855.0,419 College Dr,Barnesville,Georgia,30204,Public,NFP,Yes
875,Gordon-Conwell Theological Seminary,www.gordonconwell.edu,"4-year, Private not-for-profit",2008.0,130 Essex St,South Hamilton,Massachusetts,01982,Private,NFP,No
876,Goshen College,www.goshen.edu,"4-year, Private not-for-profit",957.0,1700 S Main St,Goshen,Indiana,46526-4794,Private,NFP,No
877,Goucher College,WWW.GOUCHER.EDU,"4-year, Private not-for-profit",2319.0,1021 Dulaney Valley Rd,Baltimore,Maryland,21204-2794,Private,NFP,No
878,Governors State University,www.govst.edu,"4-year, Public",5636.0,1 University Pky,University Park,Illinois,60466-0975,Public,NFP,No
879,Grace Bible College,www.gbcol.edu,"4-year, Private not-for-profit",179.0,1011 Aldon SW,Wyoming,Michigan,49509,Private,NFP,No
880,Grace College and Theological Seminary,www.grace.edu,"4-year, Private not-for-profit",1509.0,200 Seminary Dr,Winona Lake,Indiana,46590-1274,Private,NFP,No
881,Grace University,www.GraceUniversity.edu,"4-year, Private not-for-profit",433.0,1311 S 9th St,Omaha,Nebraska,68108-3629,Private,NFP,No
882,Graceland University,www.graceland.edu,"4-year, Private not-for-profit",,1401 W Truman Rd,Independence,Missouri,64050-3434,Private,NFP,No
883,Graceland University-Lamoni,www.graceland.edu,"4-year, Private not-for-profit",2444.0,1 University Place,Lamoni,Iowa,50140,Private,NFP,No
884,Graduate Theological Union,WWW.GTU.EDU,"4-year, Private not-for-profit",234.0,2400 Ridge Rd,Berkeley,California,94709,Private,NFP,No
885,Grambling State University,www.gram.edu,"4-year, Public",5253.0,403 Main Street,Grambling,Louisiana,71245,Public,NFP,No
886,Grand Canyon University,www.gcu.edu,"4-year, Private for-profit",22025.0,3300 W Camelback Rd,Phoenix,Arizona,85017,Private,For-Profit,No
887,Grand Valley State University,www.gvsu.edu,"4-year, Public",23892.0,1 Campus Dr,Allendale,Michigan,49401-9403,Public,NFP,No
888,Grand View University,WWW.GVC.EDU,"4-year, Private not-for-profit",1936.0,1200 Grandview Ave,Des Moines,Iowa,50316,Private,NFP,No
889,Granite State College,www.granite.edu,"4-year, Public",1542.0,8 Old Suncook Road,Concord,New Hampshire,03301-7317,Public,NFP,No
890,Gratz College,www.gratz.edu/,"4-year, Private not-for-profit",423.0,7605 Old York Rd,Melrose Park,Pennsylvania,19027-3010,Private,NFP,No
891,Great Basin College,www.gbcnv.edu,"4-year, primarily associate's, Public",3436.0,1500 College Pky,Elko,Nevada,89801,Public,NFP,Yes
892,Great Lakes Christian College,www.glcc.edu,"4-year, Private not-for-profit",258.0,6211 W Willow Hwy,Lansing,Michigan,48917-1299,Private,NFP,No
893,Green Mountain College,www.greenmtn.edu,"4-year, Private not-for-profit",867.0,One Brennan Cir,Poultney,Vermont,05764-1199,Private,NFP,No
894,Greensboro College,www.greensborocollege.edu,"4-year, Private not-for-profit",1279.0,815 W Market St,Greensboro,North Carolina,27401-1875,Private,NFP,No
895,Greenville College,www.greenville.edu,"4-year, Private not-for-profit",1618.0,315 E. College Ave,Greenville,Illinois,62246-0159,Private,NFP,No
896,Grinnell College,www.grinnell.edu,"4-year, Private not-for-profit",1678.0,1210 Park Street,Grinnell,Iowa,50112-1690,Private,NFP,No
897,Grove City College,www.gcc.edu,"4-year, Private not-for-profit",2499.0,100 Campus Dr,Grove City,Pennsylvania,16127-2104,Private,NFP,No
898,Guilford College,www.guilford.edu,"4-year, Private not-for-profit",2641.0,5800 W Friendly Ave,Greensboro,North Carolina,27410-4108,Private,NFP,No
899,Gustavus Adolphus College,WWW.GUSTAVUS.EDU,"4-year, Private not-for-profit",2503.0,800 West College Avenue,Saint Peter,Minnesota,56082-1498,Private,NFP,No
900,Gwynedd Mercy College,www.gmc.edu,"4-year, Private not-for-profit",2548.0,1325 Sumneytown Pike,Gwynedd Valley,Pennsylvania,19437-0901,Private,NFP,No
901,Hamilton College,www.hamilton.edu,"4-year, Private not-for-profit",1872.0,198 College Hill Rd,Clinton,New York,13323,Private,NFP,No
902,Hamilton Technical College,www.hamiltontechcollege.com,"4-year, primarily associate's, Private for-profit",223.0,1011 E 53rd St,Davenport,Iowa,52807,Private,For-Profit,Yes
903,Hamline University,www.hamline.edu,"4-year, Private not-for-profit",4876.0,1536 Hewitt Avenue,Saint Paul,Minnesota,55104-1284,Private,NFP,No
904,Hampden-Sydney College,www.hsc.edu,"4-year, Private not-for-profit",1120.0,College Road,Hampden-Sydney,Virginia,23943-0128,Private,NFP,No
905,Hampshire College,www.hampshire.edu,"4-year, Private not-for-profit",1428.0,893 West St,Amherst,Massachusetts,01002-5001,Private,NFP,No
906,Hampton University,www.hamptonu.edu,"4-year, Private not-for-profit",5427.0,Hampton,,Virginia,23668-0099,Private,NFP,No
907,Hannibal-Lagrange College,www.hlg.edu,"4-year, Private not-for-profit",1099.0,2800 Palmyra Rd,Hannibal,Missouri,63401-1999,Private,NFP,No
908,Hanover College,www.hanover.edu,"4-year, Private not-for-profit",926.0,359 LaGrange Road,Hanover,Indiana,47243-0108,Private,NFP,No
909,Harding University,www.harding.edu,"4-year, Private not-for-profit",6446.0,915 E. Market Ave.,Searcy,Arkansas,72143,Private,NFP,No
910,Harding University Graduate School of Religion,www.hugsr.edu,"4-year, Private not-for-profit",,1000 Cherry Road,Memphis,Tennessee,38117-5499,Private,NFP,No
911,Hardin-Simmons University,www.hsutx.edu,"4-year, Private not-for-profit",2387.0,2200 Hickory,Abilene,Texas,79698-0001,Private,NFP,No
912,Harrington College of Design,WWW.INTERIORDESIGN.EDU,"4-year, Private for-profit",1279.0,200 W. Madison,Chicago,Illinois,60606,Private,For-Profit,No
913,Harrisburg University of Science and Technology,www.HarrisburgU.net,"4-year, Private not-for-profit",215.0,304 Market Street,Harrisburg,Pennsylvania,17101-2208,Private,NFP,No
914,Harris-Stowe State University,www.hssu.edu,"4-year, Public",1854.0,3026 Laclede Ave,Saint Louis,Missouri,63103-2136,Public,NFP,No
915,Hartwick College,www.hartwick.edu/x12933.xml,"4-year, Private not-for-profit",1493.0,One Hartwick Drive,Oneonta,New York,13820-4020,Private,NFP,No
916,Harvard University,www.harvard.edu/,"4-year, Private not-for-profit",26496.0,Massachusetts Hall,Cambridge,Massachusetts,02138,Private,NFP,No
917,Harvey Mudd College,www.hmc.edu,"4-year, Private not-for-profit",738.0,301 Platt Blvd.,Claremont,California,91711,Private,NFP,No
918,Haskell Indian Nations University,www.haskell.edu,"4-year, primarily associate's, Public",997.0,155 Indian Ave,Lawrence,Kansas,66046-4800,Public,NFP,Yes
919,Hastings College,www.hastings.edu,"4-year, Private not-for-profit",1153.0,710 N Turner Ave,Hastings,Nebraska,68901,Private,NFP,No
920,Haverford College,www.haverford.edu,"4-year, Private not-for-profit",1169.0,370  Lancaster Ave,Haverford,Pennsylvania,19041-1392,Private,NFP,No
921,Hawaii Pacific University,www.hpu.edu,"4-year, Private not-for-profit",8293.0,"1164 Bishop St., Suite 216",Honolulu,Hawaii,96813,Private,NFP,No
922,Hazelden Graduate School of Addiction Studies,,"4-year, Private not-for-profit",89.0,15245 Pleasant Valley Rd,Center City,Minnesota,55012-0011,Private,NFP,No
923,Hebrew College,www.hebrewcollege.edu,"4-year, Private not-for-profit",219.0,160 Herrick Road,Newton Centre,Massachusetts,02459-2237,Private,NFP,No
924,Hebrew Theological College,www.htc.edu/,"4-year, Private not-for-profit",545.0,7135 N Carpenter Rd,Skokie,Illinois,60077,Private,NFP,No
925,Hebrew Union College-Jewish Institute of Religion,www.huc.edu,"4-year, Private not-for-profit",292.0,3101 Clifton Ave,Cincinnati,Ohio,45220,Private,NFP,No
926,Hebrew Union College-Jewish Institute of Religion,www.huc.edu,"4-year, Private not-for-profit",182.0,One W 4th St,New York,New York,10012-1186,Private,NFP,No
927,Hebrew Union College-Jewish Institute of Religion,www.huc.edu,"4-year, Private not-for-profit",110.0,3077 University Ave,Los Angeles,California,90007-3796,Private,NFP,No
928,Heidelberg University,www.heidelberg.edu,"4-year, Private not-for-profit",1546.0,310 E Market St,Tiffin,Ohio,44883-2462,Private,NFP,No
929,Hellenic College-Holy Cross Greek Orthodox School of Theology,hchc.edu,"4-year, Private not-for-profit",190.0,50 Goddard Ave,Brookline,Massachusetts,02445-7496,Private,NFP,No
930,Henderson State University,www.hsu.edu,"4-year, Public",3652.0,1100 Henderson Street,Arkadelphia,Arkansas,71999-0001,Public,NFP,No
931,Hendrix College,www.hendrix.edu,"4-year, Private not-for-profit",1350.0,1600 Washington Ave,Conway,Arkansas,72032-3080,Private,NFP,No
932,Heritage Bible College,www.heritagebiblecollege.edu,"4-year, primarily associate's, Private not-for-profit",80.0,1747 Bud Hawkins Road,Dunn,North Carolina,28334,Private,NFP,Yes
933,Heritage Christian University,www.hcu.edu,"4-year, Private not-for-profit",88.0,3625 Helton Dr,Florence,Alabama,35630-9977,Private,NFP,No
934,Heritage University,www.heritage.edu,"4-year, Private not-for-profit",1087.0,3240 Fort Rd,Toppenish,Washington,98948,Private,NFP,No
935,Herzing College,www.herzing.edu,"4-year, primarily associate's, Private for-profit",285.0,5700 W Broadway,Minneapolis,Minnesota,55428-3548,Private,For-Profit,Yes
936,Herzing College,www.herzing.edu,"4-year, primarily associate's, Private for-profit",226.0,"2400 Veterans Mem Blvd., Suite 410",Kenner,Louisiana,70062,Private,For-Profit,Yes
937,Herzing College,www.herzing.edu/birmingham,"4-year, primarily associate's, Private for-profit",293.0,280 West Valley Ave,Birmingham,Alabama,35209,Private,For-Profit,Yes
938,Herzing College,www.herzing.edu,"4-year, primarily associate's, Private for-profit",187.0,"1595 S. Semoran Blvd,  Ste 1501",Winter Park,Florida,32792-5509,Private,For-Profit,Yes
939,Herzing College,www.Herzing.edu,"4-year, primarily associate's, Private for-profit",2102.0,5218 E. Terrace Dr.,Madison,Wisconsin,53718,Private,For-Profit,Yes
940,Herzing University,www.Herzing.com,"4-year, Private for-profit",366.0,"3393 Peachtree Road, Suite 1003",Atlanta,Georgia,30326,Private,For-Profit,No
941,Hesser College,www.hesser.edu,"4-year, primarily associate's, Private for-profit",3800.0,3 Sundial Ave,Manchester,New Hampshire,03103-9969,Private,For-Profit,Yes
942,Hickey College,www.hickeycollege.edu,"4-year, primarily associate's, Private for-profit",428.0,940 Westport Plaza,Saint Louis,Missouri,63146,Private,For-Profit,Yes
943,High Point University,WWW.HIGHPOINT.EDU,"4-year, Private not-for-profit",3409.0,833 Montlieu Ave,High Point,North Carolina,27262-3598,Private,NFP,No
944,Hilbert College,www.hilbert.edu,"4-year, Private not-for-profit",996.0,5200 S Park Ave,Hamburg,New York,14075-1597,Private,NFP,No
945,Hillsdale Free Will Baptist College,www.hc.edu,"4-year, Private not-for-profit",257.0,3701 S I-35 Service Road,Moore,Oklahoma,73160,Private,NFP,No
946,Hiram College,WWW.HIRAM.EDU,"4-year, Private not-for-profit",1360.0,Hinsdale Hall Third Floor,Hiram,Ohio,44234-0067,Private,NFP,No
947,Hobart William Smith Colleges,WWW.HWS.EDU,"4-year, Private not-for-profit",2078.0,Geneva,,New York,14456,Private,NFP,No
948,Hobe Sound Bible College,www.hsbc.edu,"4-year, Private not-for-profit",130.0,11298 SE Gomez,Hobe Sound,Florida,33455-1065,Private,NFP,No
949,Hodges University,www.hodges.edu,"4-year, Private not-for-profit",1904.0,2655 Northbrooke Drive,Naples,Florida,34119-7932,Private,NFP,No
950,Hofstra University,www.hofstra.edu,"4-year, Private not-for-profit",12333.0,100 Hofstra University,Hempstead,New York,11549,Private,NFP,No
951,Hollins University,www.hollins.edu,"4-year, Private not-for-profit",1058.0,7916 Williamson Rd NW,Roanoke,Virginia,24020,Private,NFP,No
952,Holy Apostles College and Seminary,www.holyapostles.edu,"4-year, Private not-for-profit",276.0,33 Prospect Hill Rd,Cromwell,Connecticut,06416-2005,Private,NFP,No
953,Holy Cross College,www.hcc-nd.edu,"4-year, primarily associate's, Private not-for-profit",499.0,54515 State Road 933 North,Notre Dame,Indiana,46556-0308,Private,NFP,Yes
954,Holy Family University,www.holyfamily.edu,"4-year, Private not-for-profit",3498.0,9801 Frankford Avenue,Philadelphia,Pennsylvania,19114-2009,Private,NFP,No
955,Holy Names University,www.hnu.edu,"4-year, Private not-for-profit",1105.0,3500 Mountain Blvd,Oakland,California,94619-1699,Private,NFP,No
956,Hood College,www.hood.edu,"4-year, Private not-for-profit",2533.0,401 Rosemont Ave,Frederick,Maryland,21701,Private,NFP,No
957,Hood Theological Seminary,www.hoodseminary.edu,"4-year, Private not-for-profit",248.0,1810 Lutheran Synod Drive,Salisbury,North Carolina,28144,Private,NFP,No
958,Hope College,www.hope.edu,"4-year, Private not-for-profit",3238.0,141 E 12th St,Holland,Michigan,49423,Private,NFP,No
959,Hope International University,www.hiu.edu,"4-year, Private not-for-profit",864.0,2500 E Nutwood Ave,Fullerton,California,92831-3199,Private,NFP,No
960,Houghton College,www.houghton.edu,"4-year, Private not-for-profit",1415.0,1 Willard Ave,Houghton,New York,14744,Private,NFP,No
961,Houston Baptist University,www.hbu.edu,"4-year, Private not-for-profit",2564.0,7502 Fondren Rd,Houston,Texas,77074-3298,Private,NFP,No
962,Houston Graduate School of Theology,www.hgst.edu,"4-year, Private not-for-profit",236.0,"2501 Central Parkway, Suite A19",Houston,Texas,77092-7729,Private,NFP,No
963,Howard Payne University,www.hputx.edu,"4-year, Private not-for-profit",1388.0,1000 Fisk St.,Brownwood,Texas,76801-2794,Private,NFP,No
964,Howard University,www.howard.edu,"4-year, Private not-for-profit",10320.0,2400 Sixth St NW,Washington,District of Columbia,20059-0001,Private,NFP,No
965,Humboldt State University,www.humboldt.edu,"4-year, Public",7800.0,1 Harpst Street,Arcata,California,95521-8299,Public,NFP,No
966,Humphreys College-Stockton,www.humphreys.edu,"4-year, Private not-for-profit",714.0,6650 Inglewood Ave,Stockton,California,95207-3896,Private,NFP,No
967,Huntingdon College,www.huntingdon.edu,"4-year, Private not-for-profit",1082.0,1500 East Fairview Avenue,Montgomery,Alabama,36106-2148,Private,NFP,No
968,Huntington University,www.huntington.edu,"4-year, Private not-for-profit",1230.0,2303 College Ave,Huntington,Indiana,46750,Private,NFP,No
969,Huntsville Bible College,www.hbc1.edu,"4-year, primarily associate's, Private not-for-profit",64.0,904 Oakwood Ave,Huntsville,Alabama,35811-1632,Private,NFP,Yes
970,Husson University,www.husson.edu,"4-year, Private not-for-profit",2672.0,One College Circle,Bangor,Maine,04401-2999,Private,NFP,No
971,Huston-Tillotson University,www.htu.edu,"4-year, Private not-for-profit",785.0,900 Chicon St,Austin,Texas,78702-2795,Private,NFP,No
972,Idaho State University,www.isu.edu,"4-year, Public",12653.0,921 S 7th Ave,Pocatello,Idaho,83209,Public,NFP,No
973,IIA College,www.iia.edu,"4-year, primarily associate's, Private for-profit",160.0,4201 Central Ave Nw-Ste J,Albuquerque,New Mexico,87105,Private,For-Profit,Yes
974,IIA College,www.iia.edu,"4-year, primarily associate's, Private for-profit",394.0,5441 E. 22nd St. Ste. 125,Tucson,Arizona,85711-5444,Private,For-Profit,Yes
975,IIA College,www.iia.edu,"4-year, primarily associate's, Private for-profit",914.0,4240 W. Bethany Home Rd.,Phoenix,Arizona,85019-1600,Private,For-Profit,Yes
976,IIA College,www.iia.edu,"4-year, primarily associate's, Private for-profit",213.0,925 S Gilbert Rd Ste 201,Mesa,Arizona,85204-4448,Private,For-Profit,Yes
977,Iliff School of Theology,www.iliff.edu,"4-year, Private not-for-profit",194.0,2201 S University Blvd,Denver,Colorado,80210-4798,Private,NFP,No
978,Illinois College,www.ic.edu,"4-year, Private not-for-profit",898.0,1101 W College Ave,Jacksonville,Illinois,62650-2299,Private,NFP,No
979,Illinois College of Optometry,WWW.ICO.EDU,"4-year, Private not-for-profit",613.0,3241 S Michigan Ave,Chicago,Illinois,60616-3878,Private,NFP,No
980,Illinois Institute of Technology,www.iit.edu,"4-year, Private not-for-profit",7453.0,3300 S Federal St,Chicago,Illinois,60616,Private,NFP,No
981,Illinois State University,www.ilstu.edu,"4-year, Public",20799.0,North and School Streets,Normal,Illinois,61790-1000,Public,NFP,No
982,Illinois Wesleyan University,www.iwu.edu,"4-year, Private not-for-profit",2125.0,1312 N Park St,Bloomington,Illinois,61702-2900,Private,NFP,No
983,Immaculata University,www.immaculata.edu,"4-year, Private not-for-profit",4179.0,1145 King Rd,Immaculata,Pennsylvania,19345-0702,Private,NFP,No
984,Indian River State College,www.irsc.edu,"4-year, primarily associate's, Public",15366.0,3209 Virginia Ave,Fort Pierce,Florida,34981-5596,Public,NFP,Yes
985,Indiana Business College-Evansville,www.ibcschools.edu,"4-year, primarily associate's, Private for-profit",265.0,4601 Theatre Dr,Evansville,Indiana,47715-4601,Private,For-Profit,Yes
986,Indiana Business College-Ft Wayne,www.ibcschools.edu,"4-year, primarily associate's, Private for-profit",499.0,6413 N Clinton St,Fort Wayne,Indiana,46825-4911,Private,For-Profit,Yes
987,Indiana Business College-Indianapolis,www.ibcschools.edu,"4-year, primarily associate's, Private for-profit",1889.0,550 East Washington Street,Indianapolis,Indiana,46204,Private,For-Profit,Yes
988,Indiana Business College-Muncie,www.ibcschools.edu,"4-year, primarily associate's, Private for-profit",268.0,411 W Riggin Rd,Muncie,Indiana,47303,Private,For-Profit,Yes
989,Indiana Business College-Terre Haute,ibcschools.edu,"4-year, primarily associate's, Private for-profit",275.0,1378 South SR 46,Terre Haute,Indiana,47803,Private,For-Profit,Yes
990,Indiana Institute of Technology,www.indianatech.edu,"4-year, Private not-for-profit",3653.0,1600 E Washington Blvd,Fort Wayne,Indiana,46803-1228,Private,NFP,No
